candidate_id,arabic_script,english,sector,issue_type,category,variants,tier_notes,usage_notes,source_type,source_reference,dialect_region,confidence_level,false_friend_risk,risk_level,review_status,reviewer_id,decision,promotion_target,created_at,updated_at
ARZ-CAND-0215,كلاب ضالة,stray dogs,SAFETY,EXPOSED_HAZARD,noun_person,2lab daliye;2lab m5aliyye;2lab bi l share3;chien errant;fi 2lab,A/A/A/B/A,2=ق in 2lab; chien errant French term also used,BUILD_LEXICON_SEED,build_lexicon.py,Beirut/Lebanon,MEDIUM,false,LOW,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,,2026-05-19T11:45:16Z,2026-05-19T11:45:16Z
ARZ-CAND-0216,قطط ضالة,stray cats,SAFETY,EXPOSED_HAZARD,noun_person,2ttet daliye;2ttet bi l 7ayye;2ttet ktir;2ttet wa7she,A/A/A/B,2=ق; 7=ح in 7ayye; stray cats are common complaint in waste/safety,BUILD_LEXICON_SEED,build_lexicon.py,Beirut/Lebanon,MEDIUM,false,LOW,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,,2026-05-19T11:45:16Z,2026-05-19T11:45:16Z
ARZ-CAND-0217,هيكل / إطار,structural frame / skeleton,SAFETY,STRUCTURAL_COLLAPSE,noun_infra,haykel;l 7aykal l asasi;2itar,B/A/B,CRITICAL: 7aykal (7=ح) NOT hal which = هل interrogative; 7aykal = structural frame,BUILD_LEXICON_SEED,build_lexicon.py,Beirut/Lebanon,MEDIUM,false,LOW,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,,2026-05-19T11:45:16Z,2026-05-19T11:45:16Z
ARZ-CAND-0218,جدار / حيط,wall,SAFETY,STRUCTURAL_COLLAPSE,noun_infra,7ita;jidar,B/B,7=ح required; jidar MSA-influenced; 7iit most Beiruti,BUILD_LEXICON_SEED,build_lexicon.py,Beirut/Lebanon,MEDIUM,false,LOW,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,,2026-05-19T11:45:16Z,2026-05-19T11:45:16Z
ARZ-CAND-0219,سقف,ceiling / roof,SAFETY,STRUCTURAL_COLLAPSE,noun_infra,sa2ef;sa2f l bnayi,B/A,sa2f most common Lebanese; 2=ق; saqf MSA,BUILD_LEXICON_SEED,build_lexicon.py,Beirut/Lebanon,MEDIUM,false,LOW,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,,2026-05-19T11:45:16Z,2026-05-19T11:45:16Z
ARZ-CAND-0220,بناية,building,SAFETY,STRUCTURAL_COLLAPSE,noun_infra,bnaye;bnayyeh;3amare,A/B/B,bnayi most Beiruti; mabne common; 3amare = apartment block; 3=ع,BUILD_LEXICON_SEED,build_lexicon.py,Beirut/Lebanon,MEDIUM,false,LOW,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,,2026-05-19T11:45:16Z,2026-05-19T11:45:16Z
ARZ-CAND-0221,درج / سلم,staircase,SAFETY,STRUCTURAL_COLLAPSE,noun_infra,darj;l darj;slemm;l slemm;drej;escalier,A/A/A/A/B/B,darj most Lebanese; slemm also very common; escalier French loanword,BUILD_LEXICON_SEED,build_lexicon.py,Beirut/Lebanon,MEDIUM,false,LOW,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,,2026-05-19T11:45:16Z,2026-05-19T11:45:16Z
ARZ-CAND-0222,شرفة / بلكون,balcony,SAFETY,STRUCTURAL_COLLAPSE,noun_infra,balkon;l balkon;balkone;shr2ife;terrasse,A/A/A/B/B,balkon Italian/French loanword most common; shr2ife dialect variant,BUILD_LEXICON_SEED,build_lexicon.py,Beirut/Lebanon,MEDIUM,false,LOW,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,,2026-05-19T11:45:16Z,2026-05-19T11:45:16Z
ARZ-CAND-0223,سقط / انهدم,collapsed / fell down,SAFETY,STRUCTURAL_COLLAPSE,verb,nhaar;skat;wke3;ta7,B/B/B/B,nkassar most natural; skat/wke3/ta7 all mean fell; various registers,BUILD_LEXICON_SEED,build_lexicon.py,Beirut/Lebanon,MEDIUM,false,LOW,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,,2026-05-19T11:45:16Z,2026-05-19T11:45:16Z
ARZ-CAND-0224,خطر عام,public danger,SAFETY,ALL,severity_marker,5atar 3aam;5atar 3ala nass,A/A,5=خ and 3=ع; 5trrr/khatarrr are panic typing — authentic for SAFETY reports,BUILD_LEXICON_SEED,build_lexicon.py,Beirut/Lebanon,MEDIUM,false,LOW,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,,2026-05-19T11:45:16Z,2026-05-19T11:45:16Z
ARZ-CAND-0225,مشكلة,problem,ALL,ALL,noun_civic,l mashkle,A,mashkle most common Lebanese,BUILD_LEXICON_SEED,build_lexicon.py,Beirut/Lebanon,MEDIUM,false,LOW,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,,2026-05-19T11:45:16Z,2026-05-19T11:45:16Z
ARZ-CAND-0226,حل,solution,ALL,ALL,noun_civic,7ell;7al;7all;ma fi 7ell;la2o 7ell,A/A/A/A/A,7=ح required; 7ell most common,BUILD_LEXICON_SEED,build_lexicon.py,Beirut/Lebanon,MEDIUM,false,LOW,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,,2026-05-19T11:45:16Z,2026-05-19T11:45:16Z
ARZ-CAND-0227,شكوى,complaint,ALL,ALL,noun_civic,shikwe;shekwe;shikwit;l shikwe;shikwe rasmiyi,A/A/B/A/B,shikwe most natural Lebanese,BUILD_LEXICON_SEED,build_lexicon.py,Beirut/Lebanon,MEDIUM,false,LOW,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,,2026-05-19T11:45:16Z,2026-05-19T11:45:16Z
ARZ-CAND-0228,تقرير,report,ALL,ALL,noun_civic,ta2rir;ta2reer;ta2rir rasmi;report,A/A/A/B,2=ق in ta2rir; report English loanword also used,BUILD_LEXICON_SEED,build_lexicon.py,Beirut/Lebanon,MEDIUM,false,LOW,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,,2026-05-19T11:45:16Z,2026-05-19T11:45:16Z
ARZ-CAND-0229,بلاغ,official report / notification,ALL,ALL,noun_civic,balagh;balaagh;l balagh;balla3;iballa3;tballe3,A/A/A/B/B/B,balagh = official report; balla3 = to report (verb form); 3=ع,BUILD_LEXICON_SEED,build_lexicon.py,Beirut/Lebanon,MEDIUM,false,LOW,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,,2026-05-19T11:45:16Z,2026-05-19T11:45:16Z
ARZ-CAND-0230,مسؤول,official / responsible person,ALL,ALL,noun_person,mas2oulin;mas2uliyet meen,B/A,2=ق in mas2oul; very common in complaints,BUILD_LEXICON_SEED,build_lexicon.py,Beirut/Lebanon,MEDIUM,false,LOW,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,,2026-05-19T11:45:16Z,2026-05-19T11:45:16Z
ARZ-CAND-0231,موظف,employee / civil servant,ALL,ALL,noun_person,mouwazzaf;mouazzaf;mouwazhzhaf;l mouwazzaf;mouwazzafin,A/A/B/A/B,mouwazzaf most standard; mouwazzafin = plural,BUILD_LEXICON_SEED,build_lexicon.py,Beirut/Lebanon,MEDIUM,false,LOW,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,,2026-05-19T11:45:16Z,2026-05-19T11:45:16Z
ARZ-CAND-0232,مهندس,engineer,ALL,ALL,noun_person,muhandis;mouhandis;mohandis;l mohandis;mouhandis baladiyi,A/A/A/A/A,mouhandis most common Lebanese; baladiyi = municipal engineer,BUILD_LEXICON_SEED,build_lexicon.py,Beirut/Lebanon,MEDIUM,false,LOW,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,,2026-05-19T11:45:16Z,2026-05-19T11:45:16Z
ARZ-CAND-0233,فني,technician,ALL,ALL,noun_person,fanne;feni;l fenne;fanni kahraba;fanni may,A/B/A/A/A,fenne most Lebanese; fanni kahraba = electrician; fanni may = plumber,BUILD_LEXICON_SEED,build_lexicon.py,Beirut/Lebanon,MEDIUM,false,LOW,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,,2026-05-19T11:45:16Z,2026-05-19T11:45:16Z
ARZ-CAND-0234,عامل,worker,ALL,ALL,noun_person,3amel;3amil;3ummal;l 3amel;shi3ghele,A/A/B/A/B,3=ع required; 3amel most natural; shi3ghele = workforce (informal),BUILD_LEXICON_SEED,build_lexicon.py,Beirut/Lebanon,MEDIUM,true,LOW,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,,2026-05-19T11:45:16Z,2026-05-19T11:45:16Z
ARZ-CAND-0235,مواطن,citizen,ALL,ALL,noun_person,muwaten;muwatinin;nass l 7ayye;l muwaten;muwaten lubneniye,A/B/A/A/B,7=ح in 7ayye; muwaten most formal; nass l 7ayye most natural complaint usage,BUILD_LEXICON_SEED,build_lexicon.py,Beirut/Lebanon,MEDIUM,false,LOW,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,,2026-05-19T11:45:16Z,2026-05-19T11:45:16Z
ARZ-CAND-0236,أهالي,community / residents (collective),ALL,ALL,noun_person,2ahali;2ahale;l 2ahali;2ahali l 7ayye;2ahali l mantiqa,A/A/A/A/A,7=ح in 7ayye; 2ahali most natural collective for neighborhood residents,BUILD_LEXICON_SEED,build_lexicon.py,Beirut/Lebanon,MEDIUM,false,LOW,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,,2026-05-19T11:45:16Z,2026-05-19T11:45:16Z
ARZ-CAND-0237,سلطة,authority / powers that be,ALL,ALL,noun_civic,sulta;l sulta;l mas2oulin;l sultat;l 7okoume;l dawle,A/A/A/B/B/A,7=ح in 7okoume (government); sulta most formal,BUILD_LEXICON_SEED,build_lexicon.py,Beirut/Lebanon,MEDIUM,false,LOW,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,,2026-05-19T11:45:16Z,2026-05-19T11:45:16Z
ARZ-CAND-0238,حكومة,government,ALL,ALL,noun_civic,7okoume;7koumet lebnen,A/A,7=ح required; 7okoume most common Lebanese,BUILD_LEXICON_SEED,build_lexicon.py,Beirut/Lebanon,MEDIUM,false,LOW,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,,2026-05-19T11:45:16Z,2026-05-19T11:45:16Z
ARZ-CAND-0239,دولة,state / country,ALL,ALL,noun_civic,dawle;l dawle ma 3am t3mel shi,A/A,3=ع in 3am; dawle = state; balad = country (more colloquial),BUILD_LEXICON_SEED,build_lexicon.py,Beirut/Lebanon,MEDIUM,false,LOW,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,,2026-05-19T11:45:16Z,2026-05-19T11:45:16Z
ARZ-CAND-0240,حق,right / entitlement,ALL,ALL,noun_civic,7a2na;7a2et;7alna 3ala 7a2;l 7a2,A/B/A/A,7=ح and 2=ق both required; 7a2 most common; 7a2na = our right,BUILD_LEXICON_SEED,build_lexicon.py,Beirut/Lebanon,MEDIUM,false,LOW,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,,2026-05-19T11:45:16Z,2026-05-19T11:45:16Z
ARZ-CAND-0241,خدمة,service,ALL,ALL,noun_civic,5idme;khidme;5idmet;l 5idme;5idme rasmiyi;service,A/B/A/A/B/B,5=خ preferred; service French loanword also used,BUILD_LEXICON_SEED,build_lexicon.py,Beirut/Lebanon,MEDIUM,false,LOW,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,,2026-05-19T11:45:16Z,2026-05-19T11:45:16Z
ARZ-CAND-0242,فاتورة,bill / invoice,ALL,ALL,noun_civic,fatoura;fatouret;facture;l fatoura;fatoura kahraba;fatoura may,A/A/A/A/A/A,fatoura most natural Lebanese; facture French loanword also common,BUILD_LEXICON_SEED,build_lexicon.py,Beirut/Lebanon,MEDIUM,false,LOW,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,,2026-05-19T11:45:16Z,2026-05-19T11:45:16Z
ARZ-CAND-0243,ضريبة,tax,ALL,ALL,noun_civic,daribi;daribe;daribiye;l daribe;t5les daribi,A/A/B/A/A,daribi most natural Lebanese; no special markers in this root,BUILD_LEXICON_SEED,build_lexicon.py,Beirut/Lebanon,MEDIUM,false,LOW,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,,2026-05-19T11:45:16Z,2026-05-19T11:45:16Z
ARZ-CAND-0244,وزارة,ministry,ALL,ALL,noun_civic,wezara;l wezara;wezaret;l wezaret;ministere,A/A/A/A/B,wezara most common; ministere French loanword also used,BUILD_LEXICON_SEED,build_lexicon.py,Beirut/Lebanon,MEDIUM,false,LOW,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,,2026-05-19T11:45:16Z,2026-05-19T11:45:16Z
ARZ-CAND-0245,مجلس بلدي,municipal council,ALL,ALL,noun_civic,majlis baladiye;l majlis;majlis l baladiye;l majlis l baladi,A/A/A/A,majlis baladiye most natural,BUILD_LEXICON_SEED,build_lexicon.py,Beirut/Lebanon,MEDIUM,false,LOW,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,,2026-05-19T11:45:16Z,2026-05-19T11:45:16Z
ARZ-CAND-0246,إدارة,administration / management,ALL,ALL,noun_civic,idara;l idara;l idara l 3amma;administration;admin,A/A/A/B/B,3=ع in 3amma; idara most natural,BUILD_LEXICON_SEED,build_lexicon.py,Beirut/Lebanon,MEDIUM,false,LOW,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,,2026-05-19T11:45:16Z,2026-05-19T11:45:16Z
ARZ-CAND-0247,تصريح,permit / declaration,ALL,ALL,noun_civic,tasri7;l tasri7;tasri7 rasmi;tasri7 bine;permit,A/A/A/A/B,7=ح in tasri7; permit English loanword also used,BUILD_LEXICON_SEED,build_lexicon.py,Beirut/Lebanon,MEDIUM,false,LOW,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,,2026-05-19T11:45:16Z,2026-05-19T11:45:16Z
ARZ-CAND-0248,عريضة,petition,ALL,ALL,noun_civic,3aridhiyi;3arida;3aridet shikwe;petition,A/A/A/B,3=ع required; 3arida most natural,BUILD_LEXICON_SEED,build_lexicon.py,Beirut/Lebanon,MEDIUM,false,LOW,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,,2026-05-19T11:45:16Z,2026-05-19T11:45:16Z
ARZ-CAND-0249,اجتماع,meeting,ALL,ALL,noun_civic,ijtima3;l ijtima3;ijtima3 baladiye;ijtimaah,A/A/A/B,3=ع required in ijtima3,BUILD_LEXICON_SEED,build_lexicon.py,Beirut/Lebanon,MEDIUM,false,LOW,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,,2026-05-19T11:45:16Z,2026-05-19T11:45:16Z
ARZ-CAND-0250,ميزانية,budget,ALL,ALL,noun_civic,mizeniyi;mizeniye;budget;l mizeniyi;mizeniyet l baladiye,A/A/B/A/A,mizeniyi most Lebanese; budget French/English loanword,BUILD_LEXICON_SEED,build_lexicon.py,Beirut/Lebanon,MEDIUM,false,LOW,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,,2026-05-19T11:45:16Z,2026-05-19T11:45:16Z
ARZ-CAND-0251,مدرسة,school,ALL,ALL,noun_location,jemb l madrase;madraset l 7ayye;madrase rasmiyi;madrase 5asusiyi,A/A/B/B,7=ح in 7ayye; 5=خ in 5asusiyi; proximity to school = severity escalation trigger,BUILD_LEXICON_SEED,build_lexicon.py,Beirut/Lebanon,MEDIUM,false,LOW,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,,2026-05-19T11:45:16Z,2026-05-19T11:45:16Z
ARZ-CAND-0252,مستشفى,hospital,ALL,ALL,noun_location,mustashfa;l mustashfa;jemb l mustashfa;mustashfet l 7okoume;hopital,A/A/A/A/B,7=ح in 7okoume; proximity to hospital = severity escalation trigger; hopital French loanword,BUILD_LEXICON_SEED,build_lexicon.py,Beirut/Lebanon,MEDIUM,false,LOW,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,,2026-05-19T11:45:16Z,2026-05-19T11:45:16Z
ARZ-CAND-0253,سوق / بازار,market / bazaar,ALL,ALL,noun_location,sou2;souk;l sou2;l sou2 l sha3bi;bazar,A/A/A/A/B,2=ق in sou2; proximity to market = severity escalation trigger,BUILD_LEXICON_SEED,build_lexicon.py,Beirut/Lebanon,MEDIUM,false,LOW,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,,2026-05-19T11:45:16Z,2026-05-19T11:45:16Z
ARZ-CAND-0254,مسجد,mosque,ALL,ALL,noun_location,jame3;jeme3;msejed;l jame3;jame3 l 7ayye,A/A/B/A/A,3=ع in jame3; jame3 most Lebanese,BUILD_LEXICON_SEED,build_lexicon.py,Beirut/Lebanon,MEDIUM,false,LOW,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,,2026-05-19T11:45:16Z,2026-05-19T11:45:16Z
ARZ-CAND-0255,كنيسة,church,ALL,ALL,noun_location,kenise;knise;l kenise;kenisit l 7ayye;l katetdral,A/B/A/A/B,7=ح in 7ayye; katetdral = cathedral (French loanword),BUILD_LEXICON_SEED,build_lexicon.py,Beirut/Lebanon,MEDIUM,false,LOW,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,,2026-05-19T11:45:16Z,2026-05-19T11:45:16Z
ARZ-CAND-0256,حديقة,park / garden,ALL,ALL,noun_location,7adi2a;l 7adi2a;7adi2et l 7ayye;park;parke;jardin,A/A/A/B/B/B,7=ح and 2=ق both required; park English loanword; jardin French loanword,BUILD_LEXICON_SEED,build_lexicon.py,Beirut/Lebanon,MEDIUM,false,LOW,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,,2026-05-19T11:45:16Z,2026-05-19T11:45:16Z
ARZ-CAND-0257,ملعب,playground / sports ground,ALL,ALL,noun_location,mal3ab;l mal3ab;mal3ab l 2atfal;terren;terren l 2atfal,A/A/A/B/B,3=ع in mal3ab; 2=ق in 2atfal; terren = field (French loanword terrain),BUILD_LEXICON_SEED,build_lexicon.py,Beirut/Lebanon,MEDIUM,false,LOW,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,,2026-05-19T11:45:16Z,2026-05-19T11:45:16Z
ARZ-CAND-0258,مركز صحي,health center,ALL,ALL,noun_location,markez sa77i;markez 7okoumi;dispensaire;l markez;markez tibbi,A/A/B/A/A,7=ح in sa77i and 7okoumi; dispensaire French loanword,BUILD_LEXICON_SEED,build_lexicon.py,Beirut/Lebanon,MEDIUM,false,LOW,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,,2026-05-19T11:45:16Z,2026-05-19T11:45:16Z
ARZ-CAND-0259,مبنى حكومي,government building,ALL,ALL,noun_location,mabne 7okoumi;bnayi 7okoume;serail;l serail;saray;l saray,A/A/A/A/A/A,7=ح in 7okoumi; serail = government palace (French/Ottoman loanword),BUILD_LEXICON_SEED,build_lexicon.py,Beirut/Lebanon,MEDIUM,false,LOW,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,,2026-05-19T11:45:16Z,2026-05-19T11:45:16Z
ARZ-CAND-0260,حي / منطقة,neighborhood / area,ALL,ALL,noun_location,l 7ay;3enna bi l 7ayye,A/A,7=ح in 7ayye; 3=ع in 3enna,BUILD_LEXICON_SEED,build_lexicon.py,Beirut/Lebanon,MEDIUM,false,LOW,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,,2026-05-19T11:45:16Z,2026-05-19T11:45:16Z
ARZ-CAND-0261,منطقة صناعية,industrial zone,ALL,ALL,noun_location,mantiqa sina3iye;l zone l sina3iye;l masani3,A/A/B,3=ع in sina3iye; masani3 = factories,BUILD_LEXICON_SEED,build_lexicon.py,Beirut/Lebanon,MEDIUM,false,LOW,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,,2026-05-19T11:45:16Z,2026-05-19T11:45:16Z
ARZ-CAND-0262,مخيم,camp / refugee camp,ALL,ALL,noun_location,mukhayyam;l mukhayyam;l mukhayyam l falastini;l mukhayyam l souri,A/A/A/A,5=خ; mukhayyam = camp; common location in Lebanon,BUILD_LEXICON_SEED,build_lexicon.py,Beirut/Lebanon,MEDIUM,false,LOW,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,,2026-05-19T11:45:16Z,2026-05-19T11:45:16Z
ARZ-CAND-0263,أرض خالية,empty lot,ALL,ALL,noun_location,l ard l 5alye;l mawdou3 l 5ale,A/B,5=خ in 5ale,BUILD_LEXICON_SEED,build_lexicon.py,Beirut/Lebanon,MEDIUM,false,LOW,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,,2026-05-19T11:45:16Z,2026-05-19T11:45:16Z
ARZ-CAND-0264,تحت الأرض,underground,ALL,ALL,noun_location,taht l ard,B,7=ح in ta7t,BUILD_LEXICON_SEED,build_lexicon.py,Beirut/Lebanon,MEDIUM,false,LOW,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,,2026-05-19T11:45:16Z,2026-05-19T11:45:16Z
ARZ-CAND-0265,يُبلِّغ / يُوصِل,reports / submits complaint,ALL,ALL,verb,yiballa3;nballa3;yballe3;nsajjel,A/A/B/A,3=ع in all forms; yiballa3 most Lebanese for reporting; nsajjel = we register,BUILD_LEXICON_SEED,build_lexicon.py,Beirut/Lebanon,MEDIUM,false,LOW,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,,2026-05-19T11:45:16Z,2026-05-19T11:45:16Z
ARZ-CAND-0266,يطالب,demands / calls for,ALL,ALL,verb,yittalab;yittalabo;ntaleb;3am yittalab;be2da;ntalbo,A/A/A/A/B/A,3=ع in 3am; ntaleb/ntalbo = we demand; 2=ق in be2da,BUILD_LEXICON_SEED,build_lexicon.py,Beirut/Lebanon,MEDIUM,false,LOW,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,,2026-05-19T11:45:16Z,2026-05-19T11:45:16Z
ARZ-CAND-0267,يستجيب / يرد,responds,ALL,ALL,verb,yrudd;yradde;ma 3am yrud;yji yrud,A/B/A/A,3=ع in 3am; yrud most natural Lebanese,BUILD_LEXICON_SEED,build_lexicon.py,Beirut/Lebanon,MEDIUM,false,LOW,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,,2026-05-19T11:45:16Z,2026-05-19T11:45:16Z
ARZ-CAND-0268,يحل,solves / fixes,ALL,ALL,verb,yi7ill;yi7el;7alo;ma 3am yi7ill,A/B/A/A,7=ح required; 7all most natural,BUILD_LEXICON_SEED,build_lexicon.py,Beirut/Lebanon,MEDIUM,false,LOW,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,,2026-05-19T11:45:16Z,2026-05-19T11:45:16Z
ARZ-CAND-0269,يتدخل,intervenes,ALL,ALL,verb,yitda5al;yitdakhal;yitda5alo;3am yitda5al;ma 7ada yitda5al,A/B/A/A/A,5=خ in 5al; 3=ع in 3am; 7=ح in 7ada,BUILD_LEXICON_SEED,build_lexicon.py,Beirut/Lebanon,MEDIUM,false,LOW,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,,2026-05-19T11:45:16Z,2026-05-19T11:45:16Z
ARZ-CAND-0270,يُزيل,removes / clears,ALL,ALL,verb,yshil;yshilo;3am yshelou;yji yshil;yshil l zbele;yshil l 7ajez,A/A/A/A/A/A,7=ح in 7ajez; 3=ع in 3am; yshil most natural Lebanese for remove/take away,BUILD_LEXICON_SEED,build_lexicon.py,Beirut/Lebanon,MEDIUM,false,LOW,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,,2026-05-19T11:45:16Z,2026-05-19T11:45:16Z
ARZ-CAND-0271,يكنس / ينظف,sweeps / cleans,ALL,ALL,verb,ykannes;ynazzef;3am ykannes;yji ykannso;ykannes l tari2,A/A/A/A/A,3=ع in 3am; ykannes most natural for sweeping,BUILD_LEXICON_SEED,build_lexicon.py,Beirut/Lebanon,MEDIUM,false,LOW,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,,2026-05-19T11:45:16Z,2026-05-19T11:45:16Z
ARZ-CAND-0272,يتصل / يتواصل,contacts / reaches out,ALL,ALL,verb,yitwasal;yitassel;yidawwer;yitassel 3a;3am yitassel;ma fi 7ada yitassel,A/A/B/B/A/A,3=ع in 3a and 3am; 7=ح in 7ada; yitassel most natural,BUILD_LEXICON_SEED,build_lexicon.py,Beirut/Lebanon,MEDIUM,false,LOW,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,,2026-05-19T11:45:16Z,2026-05-19T11:45:16Z
ARZ-CAND-0273,يشتكي,complains,ALL,ALL,verb,yshki;yishki;3am yshki;yshki la;yshki 3an,A/A/A/A/A,3=ع in 3am; yshki most natural,BUILD_LEXICON_SEED,build_lexicon.py,Beirut/Lebanon,MEDIUM,false,LOW,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,,2026-05-19T11:45:16Z,2026-05-19T11:45:16Z
ARZ-CAND-0274,ينتظر,waits,ALL,ALL,verb,yistanna;yistanne;yistanna 3al 7all;3am yistanna,A/A/A/A,7=ح in 7all; 3=ع in 3am; yistanna most natural Lebanese,BUILD_LEXICON_SEED,build_lexicon.py,Beirut/Lebanon,MEDIUM,false,LOW,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,,2026-05-19T11:45:16Z,2026-05-19T11:45:16Z
ARZ-CAND-0275,يطلب,requests / asks for,ALL,ALL,verb,ytlob;yitlob;3am ytlob;ytlob men;ytlob min;ntalob,A/A/A/A/A/A,3=ع in 3am; ytlob most natural,BUILD_LEXICON_SEED,build_lexicon.py,Beirut/Lebanon,MEDIUM,false,LOW,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,,2026-05-19T11:45:16Z,2026-05-19T11:45:16Z
ARZ-CAND-0276,يُحضِر / يجيب,brings / fetches,ALL,ALL,verb,yijib;yijibu;yje2;jibu;3am yijib,A/A/B/A/A,2=ء in yje2; 3=ع in 3am; yijib most Lebanese for bring/fetch,BUILD_LEXICON_SEED,build_lexicon.py,Beirut/Lebanon,MEDIUM,false,LOW,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,,2026-05-19T11:45:16Z,2026-05-19T11:45:16Z
ARZ-CAND-0277,يحفر,digs,ALL,ALL,verb,yi7fur;3am yi7fur;7afrou;yi7fru;7afar;3am yi7fru,A/A/A/A/B/A,7=ح required; yi7fur most natural,BUILD_LEXICON_SEED,build_lexicon.py,Beirut/Lebanon,MEDIUM,false,LOW,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,,2026-05-19T11:45:16Z,2026-05-19T11:45:16Z
ARZ-CAND-0278,يردم,fills / backfills,ALL,ALL,verb,yirdim;yirdmo;radamo;3am yirdmo;yirdim l 7afra,A/A/A/A/A,7=ح in 7afra; 3=ع in 3am; yirdim = fills a hole/trench,BUILD_LEXICON_SEED,build_lexicon.py,Beirut/Lebanon,MEDIUM,false,LOW,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,,2026-05-19T11:45:16Z,2026-05-19T11:45:16Z
ARZ-CAND-0279,يسفلت,paves / asphalts,ALL,ALL,verb,yisfelt;yisfelt l tari2;sfaltou;3am yisfelt;yji yisfelt,A/A/A/A/A,3=ع in 3am; yisfelt most natural for road paving,BUILD_LEXICON_SEED,build_lexicon.py,Beirut/Lebanon,MEDIUM,false,LOW,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,,2026-05-19T11:45:16Z,2026-05-19T11:45:16Z
